PMM_RoutingMaster.PMM_Routing_ID;PMM_Operation.OperationPosition.to;PMM_Operation.OperationPosition.from;PMM_OperationRel.BasicLotSize;PMM_OperationRel.SeqRelationType;PMM_OperationRel.QuantitySublot;PMM_OperationRel.Proportional;PMM_OperationRel.BufferTime;PMM_OperationRel.BufferTimeUnit;PMM_OperationRel.SeqExtOperation;PMM_OperationRel.SubLot;PMM_OperationRel.TransportTime;PMM_OperationRel.TransportTimeUnit;PMM_OperationRel.TimeSelection
;0;0;1;3;1;no;0;2;no;no;0;1;2
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Prozess;Routing;PMM_RoutingMaster.PMM_Routing_ID;CHARACTER;x(20);
2;AktivitätenPos;Operation Line;PMM_Operation.OperationPosition;INTEGER;zzz9;
3;AktivitätenPos;Operation Line;PMM_Operation.OperationPosition;INTEGER;zzz9;
4;Basislosgröße;Basic Lot Size;PMM_OperationRel.BasicLotSize;INTEGER;zzz,zz9;
5;AnordBeziehungsArt;Sequential Relation Type;PMM_OperationRel.SeqRelationType;INTEGER;z9;
6;Menge Teillos;Quantity Sublot;PMM_OperationRel.QuantitySublot;INTEGER;zzz,zz9;
7;proportional;Proportional;PMM_OperationRel.Proportional;LOGICAL;ja/nein;
8;Pufferzeit;Buffer Time;PMM_OperationRel.BufferTime;DECIMAL;zzz,zz9.99;
9;Pufferzeiteinheit;Buffer Time Unit;PMM_OperationRel.BufferTimeUnit;CHARACTER;9;
10;Reihenbestellung;Sequenced External Operation;PMM_OperationRel.SeqExtOperation;LOGICAL;ja/nein;
11;Teillos;Sublot;PMM_OperationRel.SubLot;LOGICAL;ja/nein;
12;Transportzeit;Transport Time;PMM_OperationRel.TransportTime;DECIMAL;zzz,zz9.99;
13;Zeiteinheit tt;Time Unit Transport Time;PMM_OperationRel.TransportTimeUnit;CHARACTER;9;
14;Zeitwahl;Time Selection;PMM_OperationRel.TimeSelection;INTEGER;z9;
