USM_SupplierPONumbers.Supplier;USM_SupplierPONumbers.Part;USM_SupplierPONumbers.PONumber;USM_SupplierPONumbers.StandardPONumber;USM_SupplierPONumbers.archived;USM_SupplierPONumbers.Description1;USM_SupplierPONumbers.Description2;USM_SupplierPONumbers.Description3;USM_SupplierPONumbers.Description4;S_Mengeneinheit.Mengeneinheit;USM_SupplierPONumbers.UnitOfMeasureFactor;USM_SupplierPONumbers.DeliveryTime;USM_SupplierPONumbers.DeliveryTimeUnit;USM_SupplierPONumbers.MinimumPurchaseQuantity;USM_SupplierPONumbers.BasicAmount;USM_SupplierPONumbers.noteBasicAmount;USM_SupplierPONumbers.SupplierDeclarationRequired;USM_SupplierPONumbers.SupplierDeclarationReceived;USM_SupplierPONumbers.SupplierDeclarationRequestYear;USM_SupplierPONumbers.SupplierDeclarationValidTo;USM_SupplierPONumbers.SupplierDeclarationRequestDate;USM_SupplierPONumbers.Manufacturer;USM_SupplierPONumbers.ManufacturerOrderNumber;USM_SupplierPONumbers.Weight;USM_SupplierPONumbers.positive_Tolerance;USM_SupplierPONumbers.negative_Tolerance
0;;;no;no;;;;;0;1;0;4;0;0;no;no;no;0;?;?;0;;0;0;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Lieferant;Supplier;USM_SupplierPONumbers.Supplier;INTEGER;zzzzzzzz;
2;Teil;Part;USM_SupplierPONumbers.Part;CHARACTER;x(20);
3;Lief-TeileNr;Supplier Part Number;USM_SupplierPONumbers.PONumber;CHARACTER;x(30);
4;Standard;Standard Supplier Part Number;USM_SupplierPONumbers.StandardPONumber;LOGICAL;ja/nein;
5;archiviert;Archived;USM_SupplierPONumbers.archived;LOGICAL;ja/nein;
6;Bezeichnung1;Supplier Part Description1;USM_SupplierPONumbers.Description;CHARACTER;x(30);
7;Bezeichnung2;Supplier Part Description2;USM_SupplierPONumbers.Description;CHARACTER;x(30);
8;Bezeichnung3;Supplier Part Description3;USM_SupplierPONumbers.Description;CHARACTER;x(30);
9;Bezeichnung4;Supplier Part Description4;USM_SupplierPONumbers.Description;CHARACTER;x(30);
10;Mengeneinheit;Unit of Measure;S_Mengeneinheit.Mengeneinheit;INTEGER;zz9;
11;Mengenfaktor;Quantity Factor;USM_SupplierPONumbers.UnitOfMeasureFactor;DECIMAL;zzz,zz9.9999999;
12;Lieferzeit;Delivery Time in Days;USM_SupplierPONumbers.DeliveryTime;INTEGER;zz9;
13;ZE Lieferzeit;Time Unit Delivery Time;USM_SupplierPONumbers.DeliveryTimeUnit;CHARACTER;9;
14;MinBestellMng;Minimum Order Quantity;USM_SupplierPONumbers.MinimumPurchaseQuantity;DECIMAL;zzz,zzz,zz9.999;
15;Grundmenge;Order Mult;USM_SupplierPONumbers.BasicAmount;DECIMAL;zzz,zzz,zz9.999;
16;Grundmenge beacht;Respect Ord Multiple;USM_SupplierPONumbers.noteBasicAmount;LOGICAL;ja/nein;
17;LiefErkl nötig;Supplier Declaration Necessary;USM_SupplierPONumbers.SupplierDeclarationRequired;LOGICAL;ja/nein;
18;LiefErkl erhalten;Supplier Declaration Received;USM_SupplierPONumbers.SupplierDeclarationReceived;LOGICAL;ja/nein;
19;Anforderungsjahr;Request Year Supplier Declaration;USM_SupplierPONumbers.SupplierDeclarationRequestYear;INTEGER;9999;
20;gültig bis;Validity Period Supplier Declaration;USM_SupplierPONumbers.SupplierDeclarationValidTo;DATE;99.99.9999;
21;Anforderungsdatum;Request Date Supplier Declaration;USM_SupplierPONumbers.SupplierDeclarationRequestDate;DATE;99.99.9999;
22;Hersteller;Manufacturer;USM_SupplierPONumbers.Manufacturer;INTEGER;zzzzzzz9;
23;Hersteller-TeileNr;Manufacturer Part Number;USM_SupplierPONumbers.ManufacturerOrderNumber;CHARACTER;x(60);
24;Gewicht;Weight per Order Unit of Measure;USM_SupplierPONumbers.Weight;DECIMAL;zzz,zz9.9999;
25;positive Toleranz;Positive Tolerance;USM_SupplierPONumbers.positive_Tolerance;DECIMAL;z9%;
26;negative Toleranz;Negative Tolerance;USM_SupplierPONumbers.negative_Tolerance;DECIMAL;z9%;
