SBM_CostingGroup.SBM_CostingGroup_ID;DBM_ShortDescription.ShortDesc1;DBM_ShortDescription.ShortDesc2;SBM_CostingGroup.CostDriverAcc;SBM_CostingGroup.IncomeDriverAcc;SBM_CostingGroup.CostCenterAcc;SBM_CostingGroup.Material;SBM_CostingGroup.DeliveryCosts;SBM_CostingGroup.Labor;SBM_CostingGroup.Machine;SBM_CostingGroup.AddDim1;SBM_CostingGroup.AddDim2
0;;;no;no;no;0;0;0;0;0;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Kalkulationsgruppe;Costing Group;SBM_CostingGroup.SBM_CostingGroup_ID;INTEGER;zzzzzzz9;
2;Bezeichnung;Description 1;DBM_ShortDescription.ShortDesc1;CHARACTER;x(80);
3;Bezeichnung 2;Description 2;DBM_ShortDescription.ShortDesc2;CHARACTER;x(80);
4;KostenträgerRechg;Relevant to Cost Object Accounting;SBM_CostingGroup.CostDriverAcc;LOGICAL;ja/nein;
5;ErgebnisRechg;Relevant to Income Accounting;SBM_CostingGroup.IncomeDriverAcc;LOGICAL;ja/nein;
6;KostenstellenRechg;Relevant to Cost Center Accounting;SBM_CostingGroup.CostCenterAcc;LOGICAL;ja/nein;
7;Materialkosten;Cost Item/Income Account for Material Costs;SBM_CostingGroup.Material;INTEGER;zzzzzzzz;
8;Bezugsnebenkosten;Cost Item/Income Account f Delivery Costs;SBM_CostingGroup.DeliveryCosts;INTEGER;zzzzzzzz;
9;Lohnkosten;Cost Item/Income Account for Labor Costs;SBM_CostingGroup.Labor;INTEGER;zzzzzzzz;
10;Maschinenkosten;Cost Item/Income Account for Overhead Costs;SBM_CostingGroup.Machine;INTEGER;zzzzzzzz;
11;Zusatzkosten;Cost Item/Income Account for Additional Costs;SBM_CostingGroup.AddDim1;INTEGER;zzzzzzzz;
12;Zusatzkosten 2;Cost Item/Income Account for Additional Costs 2;SBM_CostingGroup.AddDim2;INTEGER;zzzzzzzz;
