PMM_Drawing.PMM_Drawing_ID;PMM_Drawing.IndexNo;c_P_ZEICHNUNGart;PMM_DrawingMaster.SearchTerm;PMM_DrawingMaster.Selection;DBM_ShortDescription.Shortdesc1;DBM_ShortDescription.Shortdesc2;DBM_ShortDescription.Shortdesc3;DBM_ShortDescription.Shortdesc4;PMM_DrawingMaster.Owner;PMM_Drawing.CadNumber;PMM_Drawing.ImageNumber;BS_Merkm.SMLeiste;BBM_WflWorkGroup.BBM_WflWorkGroup_id;S_Kunde.Kunde;PMM_Drawing.PurchaseRelevant;PMM_Drawing.PPSrelevant;PMM_Drawing.b2b_Shop;PMM_Drawing.DrawingCreatedBy;PMM_Drawing.DrawingCreatedDate;PMM_Drawing.EditedBy;PMM_Drawing.EditedDate;PMM_Drawing.Released;PMM_Drawing.CheckedOutBy;PMM_Drawing.CheckedOutDate;PMM_Drawing.CheckedOut;PMM_Drawing.EngChangeNo;PMM_Drawing.LockedBy;PMM_Drawing.LockedDate;PMM_Drawing.CheckedBy;PMM_Drawing.CheckedDate;PMM_Drawing.CheckRemark;PMM_Drawing.ReleasedDateTime;PMM_Drawing.ReleasedBy;PMM_Drawing.ShortRemark;PMM_Drawing.Remark;PMM_Drawing.cadId;PMM_Drawing.CADDocType;PMM_Drawing.CadConfiguration;PMM_Drawing.CadPath;c_FileDummy;PMM_DrawingMaster.Archived;PMM_Drawing.CustomerIndex;PMM_Drawing.CustomerSubIndex
;;;;;;;;;0;;;;;0;yes;yes;no;;?;;?;no;;?;no;;;?;;?;;?;;;;;0;;;;no;;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Zeichnung;Drawing;PMM_Drawing.PMM_Drawing_ID;CHARACTER;x(30);
2;Indexnummer;Index Number;PMM_Drawing.IndexNo;CHARACTER;x99;
3;c_P_ZEICHNUNGart;;;;;
4;Suchbegriff;Search Term;PMM_DrawingMaster.SearchTerm;CHARACTER;x(12);
5;Selektion;Selection;PMM_DrawingMaster.Selection;CHARACTER;x(20);
6;Bezeichnung;Description 1;DBM_ShortDescription.Shortdesc1;CHARACTER;x(80);
7;Bezeichnung 2;Description 2;DBM_ShortDescription.Shortdesc2;CHARACTER;x(80);
8;Bezeichnung 3;Description 3;DBM_ShortDescription.Shortdesc3;CHARACTER;x(80);
9;Bezeichnung 4;Description 4;DBM_ShortDescription.Shortdesc4;CHARACTER;x(80);
10;Besitzer;Owner;PMM_DrawingMaster.Owner;INTEGER;99;
11;CAD-Nummer;CAD Number;PMM_Drawing.CadNumber;CHARACTER;x(80);
12;Bildnummer;Image Number;PMM_Drawing.ImageNumber;CHARACTER;x(80);
13;Merkmalsleiste;Classification System;BS_Merkm.SMLeiste;CHARACTER;x(8);
14;Verteilergruppe;Work Group;BBM_WflWorkGroup.BBM_WflWorkGroup_id;CHARACTER;x(6);
15;Kunde;Customer;S_Kunde.Kunde;INTEGER;zzzzzzzz;
16;einkaufsrelevant;Purchase-Relevant;PMM_Drawing.PurchaseRelevant;LOGICAL;ja/nein;
17;produktionsrelev;Production-Relevant;PMM_Drawing.PPSrelevant;LOGICAL;ja/nein;
18;b2b-Shop;b2b Shop;PMM_Drawing.b2b_Shop;LOGICAL;ja/nein;
19;Zeichnung erstellt;Drawing Created;PMM_Drawing.DrawingCreatedBy;CHARACTER;x(12);
20;Erstellungsdatum;Drawing Created;PMM_Drawing.DrawingCreatedDate;DATE;99.99.9999;
21;bearbeitet durch;Drawing Changed;PMM_Drawing.EditedBy;CHARACTER;x(12);
22;ÄndDat man;Drawing Changed On;PMM_Drawing.EditedDate;DATE;99.99.9999;
23;Änderung freigeg;Change Released;PMM_Drawing.Released;LOGICAL;ja/nein;
24;Bearbeitung durch;Output By;PMM_Drawing.CheckedOutBy;CHARACTER;x(12);
25;Auscheck-Datum;Checkout Date;PMM_Drawing.CheckedOutDate;DATE;99.99.9999;
26;ausgecheckt;Checked Out;PMM_Drawing.CheckedOut;LOGICAL;ja/nein;
27;Änderungsnummer;Engineering Change Number;PMM_Drawing.EngChangeNo;CHARACTER;x(10);
28;Bearb Sperre;Block User;PMM_Drawing.LockedBy;CHARACTER;x(12);
29;Sperrdatum;Block Date;PMM_Drawing.LockedDate;DATE;99.99.9999;
30;geprüft durch;Checked By;PMM_Drawing.CheckedBy;CHARACTER;x(12);
31;Prüfdatum;Check Date;PMM_Drawing.CheckedDate;DATE;99.99.9999;
32;Prüfungsbemerkung;Check Remark;PMM_Drawing.CheckRemark;CHARACTER;x(30);
33;Freigabedatum;Release Date;PMM_Drawing.ReleasedDateTime;DATETIME-TZ;99.99.9999 HH:MM;
34;Freigabebenutzer;Release User;PMM_Drawing.ReleasedBy;CHARACTER;x(12);
35;Kurzbemerkung;Short Remark;PMM_Drawing.ShortRemark;CHARACTER;x(50);
36;Bemerkung;Remark;PMM_Drawing.Remark;CHARACTER;x(255);
37;CAD-ID;Internal CAD ID of CAD Driver;PMM_Drawing.cadId;CHARACTER;x(50);
38;CA-Link-DokTyp;Type of CAD Document;PMM_Drawing.CADDocType;INTEGER;z9;
39;Konfiguration;Configuration;PMM_Drawing.CadConfiguration;CHARACTER;x(50);
40;Verzeichnis;Directory of the CAD Document;PMM_Drawing.CadPath;CHARACTER;x(255);
41;c_FileDummy;;;;;
42;archiviert;Drawing Archived;PMM_DrawingMaster.Archived;LOGICAL;ja/nein;
43;Kundenindex;Customer Index;PMM_Drawing.CustomerIndex;CHARACTER;x(20);
44;Kundenunterindex;Customer Sub-Index;PMM_Drawing.CustomerSubIndex;CHARACTER;x(20);
