E_ArtLief.Artikel;E_ArtLief.Lieferant;E_ArtLief.BestellNr;E_ArtLief.Hauptlieferant;E_ArtLief.archiviert;E_ArtLief.Bezeichnung1;E_ArtLief.Bezeichnung2;E_ArtLief.Bezeichnung3;E_ArtLief.Bezeichnung4;E_ArtLief.Betriebskalender;E_ArtLief.Lieferzeit;E_ArtLief.Lieferzeiteinheit;E_ArtLief.MindestBestellmenge;E_ArtLief.Grundmenge;S_Mengeneinheit.Mengeneinheit;E_ArtLief.Mengenfaktor;E_ArtLief.Gewicht;E_ArtLief.positive_Toleranz;E_ArtLief.negative_Toleranz;S_SNRArtTyp.SNRTyp;E_ArtLief.GrundmengeBeachten;E_ArtLief.LEErforderlich;E_ArtLief.LEAnfordJahr;E_ArtLief.LEAnfordDatum;E_ArtLief.LEErhalten;E_ArtLief.LEGueltigBis;S_LiefRabatt.Rabattgruppe;S_ProdGruppe.Produktgruppe;S_PreisEinheit.Preiseinheit;E_ArtLief.Preisbezug;S_RabZuArt.Rz_Art.value1;S_RabZuArt.Rz_Art.value2;S_RabZuArt.Rz_Art.value3;S_RabZuArt.Rz_Art.value4;S_RabZuArt.Rz_Art.value5;S_RabZuArt.Rz_Art.perc1;S_RabZuArt.Rz_Art.perc2;S_RabZuArt.Rz_Art.perc3;S_RabZuArt.Rz_Art.perc4;S_RabZuArt.Rz_Art.perc5;E_ArtLief.PCExternalConfiguration;M_PackVorschrift.Vorschrift;E_ArtLief.Fuellmenge;c_E_ARTLIEFAddCosts_s_rabz;E_ArtLief.uCW_PriceFromSupplier;E_ArtLief.uCW_ManufacturerPrice
;0;;no;no;;;;;?;0;4;0;0;0;1;0;0;0;;no;no;0;?;no;?;;;0;yes;;;;;;;;;;;no;;0;;?;no
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Teil;Part;E_ArtLief.Artikel;CHARACTER;x(20);
2;Lieferant;Supplier;E_ArtLief.Lieferant;INTEGER;zzzzzzzz;
3;Lief-TeileNr;Supplier Part Number;E_ArtLief.BestellNr;CHARACTER;x(30);
4;Hauptlieferant;Main Supplier;E_ArtLief.Hauptlieferant;LOGICAL;ja/nein;
5;archiviert;Archived;E_ArtLief.archiviert;LOGICAL;ja/nein;
6;Bezeichnung1;Supplier Part Description1;E_ArtLief.Bezeichnung;CHARACTER;x(30);
7;Bezeichnung2;Supplier Part Description2;E_ArtLief.Bezeichnung;CHARACTER;x(30);
8;Bezeichnung3;Supplier Part Description3;E_ArtLief.Bezeichnung;CHARACTER;x(30);
9;Bezeichnung4;Supplier Part Description4;E_ArtLief.Bezeichnung;CHARACTER;x(30);
10;Betriebskalender;Company Calendar;E_ArtLief.Betriebskalender;INTEGER;zzzzzzz9;
11;Lieferzeit;Delivery Time in Days;E_ArtLief.Lieferzeit;INTEGER;zz9;
12;ZE Lieferzeit;Time Unit Delivery Time;E_ArtLief.Lieferzeiteinheit;CHARACTER;9;
13;MinBestellMng;Minimum Order Quantity;E_ArtLief.MindestBestellmenge;DECIMAL;zzz,zzz,zz9.999;
14;Grundmenge;Order Mult;E_ArtLief.Grundmenge;DECIMAL;zzz,zzz,zz9.999;
15;Mengeneinheit;Unit of Measure;S_Mengeneinheit.Mengeneinheit;INTEGER;zz9;
16;Mengenfaktor;Quantity Factor;E_ArtLief.Mengenfaktor;DECIMAL;zzz,zz9.9999999;
17;Gewicht;Weight per Order Unit of Measure;E_ArtLief.Gewicht;DECIMAL;zzz,zz9.9999;
18;positive Toleranz;Positive Tolerance;E_ArtLief.positive_Toleranz;DECIMAL;z9%;
19;negative Toleranz;Negative Tolerance;E_ArtLief.negative_Toleranz;DECIMAL;z9%;
20;Seriennummerntyp;Sr#Tp;S_SNRArtTyp.SNRTyp;CHARACTER;x(6);
