M_LTPos.VerpackungsNr;M_LTPos.LfdNr;M_LTPos.Baugruppe;M_LTPos.Herk_BelegArt2;M_LTPos.Herk_BelegArt3;M_LTPos.Packmittel;M_LTPos.Satzart;M_LTPos.Mehrweg;M_LTPos.Fremdeigentum;M_LTPos.Rueckgabe;M_LTPos.Menge;M_LTPos.Anz_Lagen;M_LTPos.Auffuellen;M_LTPos.FormularNr;M_LTPos.FormularAnzahl;M_LTPos.Labeldruck;S_KostenStelle.Kostenstelle;V_BelegKopf.BelegNummer;M_LTPos.Position;M_LTPos.Artikel;M_LTPos.Konto;M_LTPos.LagerOrt;M_LTPos.MengenEinheit;M_LTPos.Nachkomma;M_LTPos.verw_zubehoer;M_LTPos.Breite;M_LTPos.Tiefe;M_LTPos.Hoehe;M_LTPos.ArtVar;M_LTPos.gedruckt;M_LTPos.Gewicht;M_LTPos.GewichtVerp;M_LTPos.GewichtManuell;M_LTPos.Hinweis;S_KoTraeger.Kostentraeger;M_LTPos.ReplicatePPS;M_LTPos.uCI_SAOutPurchasing;M_LTPos.uCI_StackingFactor;M_LTPos.uCA_PriceID
0;0;0;;;;;no;no;no;0;0;0;?;1;0;0;0;0;;0;?;0;0;0;0;0;0;;no;0;0;0;;;no;?;1;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;VerpackungsNr;Packaging ID;M_LTPos.VerpackungsNr;INTEGER;zzzzzzz9;
2;laufende Nr;Counter;M_LTPos.LfdNr;INTEGER;zzzzzzz9;
3;Baugruppe LT;Assembly;M_LTPos.Baugruppe;INTEGER;zzzzzzz9;
4;Herkunftsbelegart2;Source Document Type 2;M_LTPos.Herk_BelegArt2;CHARACTER;x(3);
5;Herkunftsbelegart3;Source Document Type 3;M_LTPos.Herk_BelegArt3;CHARACTER;x(3);
6;Packmittel;Packaging Material;M_LTPos.Packmittel;CHARACTER;x(20);
7;Satzart;Data Segment;M_LTPos.Satzart;CHARACTER;x;
8;Mehrwegpackmittel;Returnable;M_LTPos.Mehrweg;LOGICAL;ja/nein;
9;Fremdbestand;External Stock;M_LTPos.Fremdeigentum;LOGICAL;ja/nein;
10;Rückgabe;Returns;M_LTPos.Rueckgabe;LOGICAL;ja/nein;
11;Menge;Quantity;M_LTPos.Menge;DECIMAL;-zzz,zzz,zz9.999;
12;Anzahl Lagen;Number of Layers;M_LTPos.Anz_Lagen;INTEGER;z9;
13;Auffüllen;Fill;M_LTPos.Auffuellen;INTEGER;z9;
14;Formularnummer;Form Number;M_LTPos.FormularNr;INTEGER;z9;
15;Anzahl Formulare;Number of Forms;M_LTPos.FormularAnzahl;INTEGER;9;
16;Druck Anhänger;Labl Print;M_LTPos.Labeldruck;INTEGER;z9;
17;Kostenstelle;Cost Center;S_KostenStelle.Kostenstelle;INTEGER;zzzzzzz9;
18;Belegnummer;Document Number;V_BelegKopf.BelegNummer;INTEGER;zzzzzzz9;
19;Position;BOM Line;M_LTPos.Position;INTEGER;zzzzz9;
20;Teil;Part;M_LTPos.Artikel;CHARACTER;x(20);
21;Packmittelpool;Packaging Pool;M_LTPos.Konto;INTEGER;zzzzzzzz;
22;Lagerort PM;Storage Area;M_LTPos.LagerOrt;INTEGER;zzzzzzz9;
23;Mengeneinheit;Unit of Measure;M_LTPos.MengenEinheit;INTEGER;zz9;
24;Nachkommastellen;Number of Decimal Places;M_LTPos.Nachkomma;INTEGER;9;
25;Verwendung Zubehör;Use Accessories;M_LTPos.verw_zubehoer;INTEGER;z9;
26;Breite;Width (mm);M_LTPos.Breite;INTEGER;zz,zz9;
27;Tiefe;Number of Levels;M_LTPos.Tiefe;INTEGER;zz,zz9;
28;Höhe;Height (mm);M_LTPos.Hoehe;INTEGER;zz,zz9;
29;Variante;Variant;M_LTPos.ArtVar;CHARACTER;x(6);
30;Beleg gedruckt;Printed;M_LTPos.gedruckt;LOGICAL;ja/nein;
31;Gewicht;Weight;M_LTPos.Gewicht;DECIMAL;zzz,zz9.9999;
32;Verpackungsgewicht;Packaging Weight;M_LTPos.GewichtVerp;DECIMAL;zzz,zz9.9999;
33;Gesamtgewicht man;Weight Manual;M_LTPos.GewichtManuell;DECIMAL;zzz,zz9.9999;
34;Hinweis;Reference;M_LTPos.Hinweis;CHARACTER;x(20);
35;Kostenträger;Cost Object;S_KoTraeger.Kostentraeger;CHARACTER;x(20);
36;in PPS spiegeln;Mirror in WO;M_LTPos.ReplicatePPS;LOGICAL;ja/nein;
37;LO Abgang WE;Storage Area Warehouse Out Stock Receipt;M_LTPos.uCI_SAOutPurchasing;INTEGER;zzzzzzz9;
38;Stapelfaktor;Stacking Factor;M_LTPos.uCI_StackingFactor;DECIMAL;zz9.9;
39;PrKat Verpackung;Price Catalog;M_LTPos.uCA_PriceID;CHARACTER;X(8);
