MD_Artikel.Artikel;MD_Artikel.Lagergruppe;MD_Artikel.DispoArt;MD_Artikel.BestellVerfahren;MD_Artikel.Bereich;MD_Artikel.DispoLagergruppe;MD_Artikel.DispoGruppe;MD_Artikel.Basislager;MD_Artikel.Prodlager_Zu;MD_Artikel.Prodlager_Ab;MD_Artikel.WEZielLo;MDM_MRPAlyFilterRuleSet.MDM_MRPAlyFilterRuleSet_ID;MD_Artikel.kontinuierlich;MD_Artikel.OptimizationRelevant;MD_Artikel.MRPRelevant;MD_Artikel.Bestellmenge;MD_Artikel.Mindestmenge;MD_Artikel.minSuggestedQty;MD_Artikel.Bestellperiode;MD_Artikel.Historie;MD_Artikel.Horizont;MD_Artikel.Horizonteinheit;MD_Artikel.Vorlaufzeit;MD_Artikel.Vorlaufzeiteinheit;MD_Artikel.Bereitstellzeit;MD_Artikel.ZEBereitstellzeit;MD_Artikel.Plandispo;BU_Benutzer.Benutzer.MRP_Specialist;BU_Benutzer.Benutzer.PurchaseSP;BU_Benutzer.Benutzer.ProductionSP;MD_Artikel.XYZ_Class;MD_Artikel.XYZ_Date;MD_Artikel.AdvanceCoverages;MD_Artikel.PlannedPart;MD_Artikel.PlannedPartVariant;MD_Artikel.RestrictedAreaQM;MD_Artikel.uCI_AussDispWirksam;MD_Artikel.uCW_MeldebestandAutomatisch
;0;0;1;E;?;;?;?;?;yes;0;no;no;no;1;0;0;0;0;8;4;1;4;0;4;yes;;;;-/-;today;no;;;?;no;no
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Teil;Part;MD_Artikel.Artikel;CHARACTER;x(20);
2;Dispobereich;MRP Area;MD_Artikel.Lagergruppe;INTEGER;zzzzzzz9;
3;Dispositionsart;MRP Category;MD_Artikel.DispoArt;INTEGER;z9;
4;Bestellverfahren;Ordering Method;MD_Artikel.BestellVerfahren;INTEGER;z9;
5;Bereich Dispoziel;Category MRP Target;MD_Artikel.Bereich;CHARACTER;!;
6;BestellDisB;Order MRP Area;MD_Artikel.DispoLagergruppe;INTEGER;zzzzzzz9;
7;Dispositionsgruppe;MRP Team;MD_Artikel.DispoGruppe;CHARACTER;x(6);
8;Basislager;Main Storage Area;MD_Artikel.Basislager;INTEGER;zzzzzzz9;
9;ProdLagerZugang;Production Storage Area Warehouse In;MD_Artikel.Prodlager_Zu;INTEGER;zzzzzzz9;
10;ProdLagerAbgang;Production Storage Area Warehouse Out;MD_Artikel.Prodlager_Ab;INTEGER;zzzzzzz9;
11;Ziel WE-Lagerort;Target SR Storage Area;MD_Artikel.WEZielLo;LOGICAL;ja/nein;
12;Filternummer;Ruleset ID;MDM_MRPAlyFilterRuleSet.MDM_MRPAlyFilterRuleSet_ID;INTEGER;zzzzzzz9;
13;kontinuierlich;Continuous;MD_Artikel.kontinuierlich;LOGICAL;ja/nein;
14;optimierungsrelev;Optimization-Relevant;MD_Artikel.OptimizationRelevant;LOGICAL;ja/nein;
15;temporär auflösen;Indicator for MRP Whether Temporary Explosion Is Required;MD_Artikel.MRPRelevant;LOGICAL;ja/nein;
16;Bestellmenge;Order Quantity;MD_Artikel.Bestellmenge;DECIMAL;zzz,zzz,zz9.999;
17;Mindestmenge;Minimum Quantity;MD_Artikel.Mindestmenge;DECIMAL;zzz,zzz,zz9.999;
18;MinVorschlMenge;Minimum Suggested Quantity;MD_Artikel.minSuggestedQty;DECIMAL;zzz,zzz,zz9.999;
19;Bestellperiode;Order Period;MD_Artikel.Bestellperiode;INTEGER;z9;
20;Historie;History;MD_Artikel.Historie;INTEGER;z9;
21;Horizont;Horizon/Demand Coverage;MD_Artikel.Horizont;INTEGER;zzz9;
22;Horizonteinheit;Horizon Unit;MD_Artikel.Horizonteinheit;CHARACTER;9;
23;Vorlaufzeit;Lead Time;MD_Artikel.Vorlaufzeit;INTEGER;zz9;
24;ZE Vorlaufzeit;Lead Time Unit;MD_Artikel.Vorlaufzeiteinheit;CHARACTER;9;
25;Bereitstellzeit;Provision Time;MD_Artikel.Bereitstellzeit;INTEGER;zz9;
26;ZE Bereitstellzeit;TU Provision Time;MD_Artikel.ZEBereitstellzeit;CHARACTER;9;
27;Plandispo;Planned MRP;MD_Artikel.Plandispo;LOGICAL;ja/nein;
28;Benutzer;Users;BU_Benutzer.Benutzer;CHARACTER;x(12);
29;Benutzer;Users;BU_Benutzer.Benutzer;CHARACTER;x(12);
30;Benutzer;Users;BU_Benutzer.Benutzer;CHARACTER;x(12);
31;ABC-/XYZ-Klasse;ABC/XYZ Class;MD_Artikel.XYZ_Class;CHARACTER;x/x;
32;Klasse vom;Date of ABC/XYZ Classification;MD_Artikel.XYZ_Date;DATE;99.99.9999;
33;Decker vorziehen;Advance Coverage Document;MD_Artikel.AdvanceCoverages;LOGICAL;ja/nein;
34;bev Hauptteil;Preferred Main Part;MD_Artikel.PlannedPart;CHARACTER;x(20);
35;bev Variante;Preferred Variant;MD_Artikel.PlannedPartVariant;CHARACTER;x(6);
36;Sperrlager QM;Restricted Area Quality Management;MD_Artikel.RestrictedAreaQM;INTEGER;zzzzzzz9;
37;Ausschuss disporel;Scrap MRP-Relevant;MD_Artikel.uCI_AussDispWirksam;LOGICAL;ja/nein;
38;Meldebestand autom;Order Point Automatic;MD_Artikel.uCW_MeldebestandAutomatisch;LOGICAL;ja/nein;
