FS_Buchung.BuchungsJahr;FS_Buchung.BuchungsPeriode;FS_Kopf.Benutzer;FS_Buchung.BelegDatum;FS_Buchung.BelegNummer;FS_Buchung.Betrag;FS_Buchung.BuchArt;FS_Buchung.BuchungsDatum;FS_Buchung.BuchungsText;FS_Buchung.FW_Betrag;FS_Buchung.Konto;FS_Buchung.SH_Kennung;FS_Buchung.Waehrung;FS_BuchInfo.Konto;FS_BuchInfo.SH_Kennung;SBM_TaxTerritory.SBM_TaxTerritory_ID;FS_BuchInfo.Steuer;FS_Buchung.F_DiscountOnTax;FS_Buchung.F_SpecialAccount;S_F_Journal.S_F_Journal_ID;FS_Buchung.H_CashFlowPrinciple;FS_Buchung.H_InvoiceType;FS_Buchung.H_PettyCashNo;FS_Buchung.H_TaxDate;FS_Buchung.H_TaxPeriod;FS_Buchung.H_TaxYear;FS_BuchInfo.H_TaxBaseEval;FS_BuchInfo.H_TaxEval;FS_Buchung.I_DocumentType;FS_Buchung.I_TaxDelayed;FS_Buchung.I_TaxPrepaid;FS_Buchung.I_TaxRegisterKey;FS_Buchung.I_TaxRegisterKeyDocNo;FS_Buchung.P_Belegnummer;FS_Buchung.P_CashFlowPrinciple;FS_Buchung.P_ExchangeRate;FS_Buchung.P_ExchangeRateFactor;FS_Buchung.P_PostPeriodDate;FS_Buchung.P_PostPeriodExRateDate;FS_Buchung.P_Steuerregister;FS_Buchung.P_TaxPeriodDate;FS_Buchung.P_TaxPeriodExRateDate;FS_BuchInfo.P_BaseAmount;FS_BuchInfo.P_TaxKey
0;0;;?;0;0;;today;;0;0;yes;0;0;yes;;?;yes;0;;no;0;?;today;0;0;0;0;0;no;no;;;0;no;1;1;?;?;;?;?;0;?
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Geschäftsjahr;Fiscal Year;FS_Buchung.BuchungsJahr;DECIMAL;9999;
2;Buchungsperiode;Posting Period;FS_Buchung.BuchungsPeriode;INTEGER;99;
3;Benutzer;Users;FS_Kopf.Benutzer;CHARACTER;x(12);
4;Belegdatum;Document Date;FS_Buchung.BelegDatum;DATE;99.99.9999;
5;Belegnummer;Document Number;FS_Buchung.BelegNummer;DECIMAL;zzzzzzzz;
6;Betrag;Amount in Domestic Currency;FS_Buchung.Betrag;DECIMAL;zzz,zzz,zz9.99-;
7;Buchungsart;Posting Type;FS_Buchung.BuchArt;CHARACTER;x(2);
8;Buchungsdatum;Posting Date;FS_Buchung.BuchungsDatum;DATE;99.99.9999;
9;Buchungstext;Posting Text;FS_Buchung.BuchungsText;CHARACTER;x(40);
10;Buchungsbetrag;Amount in Foreign Currency;FS_Buchung.FW_Betrag;DECIMAL;zzz,zzz,zz9.99-;
11;Konto;Account;FS_Buchung.Konto;INTEGER;zzzzzzzz;
12;Soll/Haben;Debit/Credit;FS_Buchung.SH_Kennung;LOGICAL;S/H;
13;Währung;Currency;FS_Buchung.Waehrung;INTEGER;zz9;
14;Konto;Account;FS_BuchInfo.Konto;INTEGER;zzzzzzzz;
15;Soll/Haben;Debit/Credit;FS_BuchInfo.SH_Kennung;LOGICAL;S/H;
16;Steuergebiet;Tax Territory;SBM_TaxTerritory.SBM_TaxTerritory_ID;CHARACTER;x(10);
17;Steuerschlüssel;Tax;FS_BuchInfo.Steuer;INTEGER;zz9;
18;Skonto auf Steuer;Cash Discount on Tax;FS_Buchung.F_DiscountOnTax;LOGICAL;ja  /nein;
19;SonderkontenSchl;Special Account Key;FS_Buchung.F_SpecialAccount;INTEGER;zz9;
20;Journal;Journal;S_F_Journal.S_F_Journal_ID;CHARACTER;x(10);
21;Geldflussprinzip;Cash Flow Principle;FS_Buchung.H_CashFlowPrinciple;LOGICAL;ja  /nein;
22;Rechnungstyp;Invoice Type;FS_Buchung.H_InvoiceType;INTEGER;9;
23;Kassennummer;Petty Cash Number;FS_Buchung.H_PettyCashNo;INTEGER;zz9;
