M_Ressource.RessArt;M_Ressource.Ressource;M_RessourceSpr.Bezeichnung;M_Ressource.RessGruppe;M_Ressource.Kostenstelle;M_Ressource.Kalender;M_Ressource.Suchbegriff;M_Ressource.Engpass;M_Ressource.BDE;M_Ressource.RessTyp;M_Ressource.Intensitaet;M_Ressource.IntEinheit;M_Ressource.UeberlastIntensitaet;M_Ressource.WarteZeit;M_Ressource.ZeitEinheit;M_Ressource.Platz;M_Ressource.Ansicht;M_Ressource.BelastungsGrenze;M_Ressource.UeberlastMoeglich;PML_ToolCostRateHist.fix;PML_ToolCostRateHist.variable;M_Ressource.Bezugsgroesse;M_Ressource.Artikel;M_Ressource.Lieferant;M_Ressource.Anschaffung;M_Ressource.rueckmelden;M_Ressource.RueckmeldeArt;M_Ressource.Wartungsintervall;M_Ressource.IstMengeWartung;M_Ressource.StandMenge;M_Ressource.IstMengeGesamt;c_BB_SPERRZUORDsperrgrund;M_Ressource.IgnoreIntensity;M_Ressource.PufferZeit;M_Ressource.PufferZeitEinheit;M_Ressource.Archived;M_Ressource.PMM_CapacityFunnelHead_ID;M_Ressource.Lagerort;M_Ressource.Lagerbereich;M_Ressource.Lagerplatz;M_Ressource.MainTool;M_Ressource.StandStillFrom;M_Ressource.StandStillTo;M_Ressource.ExceptionCalendar;M_Ressource.Allocation;M_Ressource.AllocationQty;M_Ressource.ValidFrom;M_Ressource.ValidTo;PMM_SetupMatrix.PMM_SetupMatrix_ID;BBM_WflWorkGroup.BBM_WflWorkGroup_ID;M_Ressource.uCA_StorageInfo
0;;;;0;;;no;no;0;1;;0;0;2;;;100;yes;0;0;;;0;0;no;no;0;0;0;0;;yes;0;2;no;;?;;;no;?;?;no;0;0;01/01/0001;12/31/9999;;;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Ressourcenart;Resource Category;M_Ressource.RessArt;INTEGER;99;
2;Ressource;Resource;M_Ressource.Ressource;CHARACTER;x(20);
3;Bezeichnung;Description;M_RessourceSpr.Bezeichnung;CHARACTER;x(70);
4;Ressourcengruppe;Resource Group;M_Ressource.RessGruppe;CHARACTER;x(6);
5;Kostenstelle;Cost Center;M_Ressource.Kostenstelle;INTEGER;zzzzzzz9;
6;Standardkalender;Calendar;M_Ressource.Kalender;CHARACTER;x(20);
7;Suchbegriff;Search Term;M_Ressource.Suchbegriff;CHARACTER;x(12);
8;Engpassressource;Bottleneck;M_Ressource.Engpass;LOGICAL;ja/nein;
9;BDE;PDC;M_Ressource.BDE;LOGICAL;ja/nein;
10;Ressourcentyp;Resource Type;M_Ressource.RessTyp;INTEGER;z9;
11;Intensität;Intensity;M_Ressource.Intensitaet;DECIMAL;zzz,zz9.99;
12;Intensitätseinheit;Unit Intensity;M_Ressource.IntEinheit;CHARACTER;x(6);
13;Überlastintensität;Overload Intensity;M_Ressource.UeberlastIntensitaet;DECIMAL;zzz,zz9.99;
14;Wartezeit;Waiting Time;M_Ressource.WarteZeit;DECIMAL;zzz,zz9.99;
15;Zeiteinheit;Time Unit;M_Ressource.ZeitEinheit;CHARACTER;9;
16;Platz;Location;M_Ressource.Platz;CHARACTER;x(10);
17;Ansicht;View;M_Ressource.Ansicht;CHARACTER;x(10);
18;Belastungsgrenze;Utilization Factor;M_Ressource.BelastungsGrenze;DECIMAL;zz9.9%;
19;Überlast möglich;Overload Possible;M_Ressource.UeberlastMoeglich;LOGICAL;ja/nein;
20;VrSz fix;Fixed;PML_ToolCostRateHist.fix;DECIMAL;zzz,zz9.9999-;
21;VrSz var;Variable;PML_ToolCostRateHist.variable;DECIMAL;zzz,zz9.9999-;
22;Bezugsgröße;Base Measure;M_Ressource.Bezugsgroesse;CHARACTER;x(4);
23;Teil;Part;M_Ressource.Artikel;CHARACTER;x(20);
24;Lieferant;Supplier;M_Ressource.Lieferant;INTEGER;zzzzzzzz;
25;AnschaffKosten;Acquisition Costs;M_Ressource.Anschaffung;DECIMAL;zzz,zz9.99;
26;rückmelden;Report;M_Ressource.rueckmelden;LOGICAL;ja/nein;
27;Rückmeldeart;Data Entry Category;M_Ressource.RueckmeldeArt;LOGICAL;Std/Stk;
28;Wartung nach;Maintenance Interval;M_Ressource.Wartungsintervall;DECIMAL;zzz,zzz,zz9.999;
29;rgmt seit Wartung;Actual Quantity Maintenance;M_Ressource.IstMengeWartung;DECIMAL;zzz,zzz,zz9.999;
30;Austausch nach;Tool Life Quantity;M_Ressource.StandMenge;DECIMAL;zzz,zzz,zz9.999;
31;rgmt gesamt;Actual Quantity Total;M_Ressource.IstMengeGesamt;DECIMAL;zzz,zzz,zz9.999;
32;Status;;;;;
33;unbegr Intensität;Unlimited Intensity;M_Ressource.IgnoreIntensity;LOGICAL;ja/nein;
34;Pufferzeit;Buffer Time;M_Ressource.PufferZeit;DECIMAL;zzz,zz9.99;
35;Pufferzeiteinheit;Buffer Time Unit;M_Ressource.PufferZeitEinheit;CHARACTER;9;
36;archiviert;Archived Resource;M_Ressource.Archived;LOGICAL;ja/nein;
37;Kapazitätstrichter;Capacity Funnel ID;M_Ressource.PMM_CapacityFunnelHead_ID;CHARACTER;x(20);
38;Lagerort;Storage Area;M_Ressource.Lagerort;INTEGER;zzzzzzz9;
39;Lagerbereich;Storage Area Section;M_Ressource.Lagerbereich;CHARACTER;x(3);
40;Lagerplatz;Storage Location;M_Ressource.Lagerplatz;CHARACTER;x(20);
41;Hauptwerkzeug;Main Tool;M_Ressource.MainTool;LOGICAL;ja/nein;
42;Stillstand von;Standstill From;M_Ressource.StandStillFrom;DATE;99.99.9999;
43;Stillstand bis;Standstill To;M_Ressource.StandStillTo;DATE;99.99.9999;
44;in AKal spiegeln;Exception Calendar;M_Ressource.ExceptionCalendar;LOGICAL;ja/nein;
45;Umlagebetrag;Allocation;M_Ressource.Allocation;DECIMAL;zzz,zz9.9999;
46;Zeit/Menge;Allocated Quantity;M_Ressource.AllocationQty;DECIMAL;-zzz,zzz,zz9.9999;
47;gültig ab;Valid From;M_Ressource.ValidFrom;DATE;99.99.9999;
48;gültig bis;Valid Until;M_Ressource.ValidTo;DATE;99.99.9999;
49;Rüstmatrix;ID of Setup Matrix;PMM_SetupMatrix.PMM_SetupMatrix_ID;CHARACTER;x(20);
50;Verteilergruppe;Work Group;BBM_WflWorkGroup.BBM_WflWorkGroup_ID;CHARACTER;x(6);
51;Lagerplatz Wzg;Storage Location;M_Ressource.uCA_StorageInfo;CHARACTER;x(20);
