V_BelegKopf.BelegNummer;V_BelegKopf.AuftragsArt;V_BelegKopf.Belegdatum;V_BelegKopf.Kunde;V_BelegKopf.SBM_ProfitCenter_ID;V_BelegKopf.Empfaenger;V_BelegKopf.Wiedervorlage;V_BelegKopf.Vertragsnummer;V_BelegKopf.Vertragsdatum;V_BelegKopf.Abnahmeverpflichtung;V_BelegKopf.Preisgueltigkeit;S_KoTraeger.Kostentraeger;V_BelegKopf.BelegInfo;V_BelegKopf.BestellDatum;V_BelegKopf.gueltig_ab;V_BelegKopf.gueltig_bis;V_BelegKopf.Sachbearbeiter;V_BelegKopf.LagerOrt;V_BelegKopf.Lagergruppe;V_BelegKopf.VerteilerGruppe;V_BelegKopf.FormularNr;V_BelegKopf.FormularAnzahl;V_BelegKopf.Sprache;V_BelegKopf.Waehrung;V_BelegKopf.MMM_CusRefOrder_ID;V_BelegKopf.LieferBedingung;V_BelegKopf.ZahlungsZiel;V_BelegKopf.Fracht_Skontofaehig;V_BelegKopf.VersandArt;SBM_BusinessCategory.SBM_BusinessCategory_ID;V_BelegKopf.Preisgruppe;V_BelegKopf.Rabattgruppe;V_BelegKopf.Kopftext1;V_BelegKopf.Kopftext2;V_BelegKopf.Kopftext3;V_BelegKopf.Kopftext4;V_BelegKopf.Bemerkung1;V_BelegKopf.Bemerkung2;V_BelegKopf.Bemerkung3;S_LieferAdresse.LieferAdresse;S_RechnungsAdresse.RechnungsAdresse;V_BelegKopf.steuerfrei;V_BelegKopf.steuerfrei_Ausnahme;V_BelegKopf.TaxID;V_BelegKopf.Versendung;V_BelegKopf.F_EcoTax;V_BelegKopf.I_PaymentMode;V_BelegKopf.I_BolloAmount;V_BelegKopf.I_VirtualBollo;V_BelegKopf.I_DocumentType;V_BelegKopf.I_TaxDelayed;V_BelegKopf.I_TaxPrepaid;V_BelegKopf.USTax_AddRules4;V_BelegKopf.USTax_AddRules5;V_BelegKopf.USTax_AddRules6;V_BelegKopf.USTax_AddRules1;V_BelegKopf.USTax_AddRules2;V_BelegKopf.USTax_AddRules3;V_BelegKopf.USTax_FreightExempt4;V_BelegKopf.USTax_FreightExempt5;V_BelegKopf.USTax_FreightExempt6;V_BelegKopf.USTax_FreightExempt1;V_BelegKopf.USTax_FreightExempt2;V_BelegKopf.USTax_FreightExempt3;V_BelegKopf.USTax_Nexus;V_BelegKopf.USTax_SurchargeTaxable4;V_BelegKopf.USTax_SurchargeTaxable5;V_BelegKopf.USTax_SurchargeTaxable1;V_BelegKopf.USTax_SurchargeTaxable2;V_BelegKopf.USTax_SurchargeTaxable3;V_BelegKopf.USTax_TaxAmount4;V_BelegKopf.USTax_TaxAmount5;V_BelegKopf.USTax_TaxAmount6;V_BelegKopf.USTax_TaxAmount7;V_BelegKopf.USTax_TaxAmount8;V_BelegKopf.USTax_TaxAmount9;V_BelegKopf.USTax_TaxAmount10;V_BelegKopf.USTax_TaxAmount11;V_BelegKopf.USTax_TaxAmount1;V_BelegKopf.USTax_TaxAmount2;V_BelegKopf.USTax_TaxAmount3;V_BelegKopf.USTax_TaxCategory;V_BelegKopf.USTax_TaxRate4;V_BelegKopf.USTax_TaxRate5;V_BelegKopf.USTax_TaxRate6;V_BelegKopf.USTax_TaxRate1;V_BelegKopf.USTax_TaxRate2;V_BelegKopf.USTax_TaxRate3;V_BelegKopf.uCI_KommZeit;V_BelegKopf.uCI_KommZeiteinheit;V_BelegKopf.uCE_MRPRelevant;V_BelegKopf.uCE_AdoptPricesFromBOPos
0;;today;0;;;?;;?;?;today;;;?;today;?;;?;0;;0;1;D;0;;0;0;no;0;11;;;;;;;;;;0;0;no;no;;no;no;0;0;yes;0;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;no;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Belegnummer;Document Number;V_BelegKopf.BelegNummer;INTEGER;zzzzzzz9;
2;Auftragsart;Order Category;V_BelegKopf.AuftragsArt;CHARACTER;x(2);
3;Belegdatum;Document Date;V_BelegKopf.Belegdatum;DATE;99.99.9999;
4;Kunde;Customer;V_BelegKopf.Kunde;INTEGER;zzzzzzzz;
5;Profitcenter;Profit Center;V_BelegKopf.SBM_ProfitCenter_ID;CHARACTER;x(20);
6;Empfänger;Recipient;V_BelegKopf.Empfaenger;CHARACTER;x(120);
7;Wiedervorlage;ToDo;V_BelegKopf.Wiedervorlage;DATE;99.99.9999;
8;Vertragsnummer;Contract Number;V_BelegKopf.Vertragsnummer;CHARACTER;x(20);
9;Vertragsdatum;Contract Date;V_BelegKopf.Vertragsdatum;DATE;99.99.9999;
10;Abnahmeverpfl;Expiration Date of Obligation to Accept;V_BelegKopf.Abnahmeverpflichtung;DATE;99.99.9999;
11;Preisgültigkeit;Price Validity;V_BelegKopf.Preisgueltigkeit;DATE;99.99.9999;
12;Kostenträger;Cost Object;S_KoTraeger.Kostentraeger;CHARACTER;x(20);
13;Bestellung;Purchase Order;V_BelegKopf.BelegInfo;CHARACTER;x(40);
14;Bestelldatum;Purchase Order Date;V_BelegKopf.BestellDatum;DATE;99.99.9999;
15;gültig ab;Valid From;V_BelegKopf.gueltig_ab;DATE;99.99.9999;
16;gültig bis;Valid Until;V_BelegKopf.gueltig_bis;DATE;99.99.9999;
17;Sachbearbeiter;Specialist;V_BelegKopf.Sachbearbeiter;CHARACTER;x(12);
18;Lagerort;Storage Area;V_BelegKopf.LagerOrt;INTEGER;zzzzzzz9;
19;Dispobereich;MRP Area;V_BelegKopf.Lagergruppe;INTEGER;zzzzzzz9;
20;Verteilergruppe;Work Group;V_BelegKopf.VerteilerGruppe;CHARACTER;x(6);
21;Formularnummer;Form Number;V_BelegKopf.FormularNr;INTEGER;z9;
22;Anzahl Formulare;Number of Forms;V_BelegKopf.FormularAnzahl;INTEGER;9;
23;Sprache;Language;V_BelegKopf.Sprache;CHARACTER;x(3);
24;Währung;Currency;V_BelegKopf.Waehrung;INTEGER;zz9;
25;Kommissionsnummer;CRO Number;V_BelegKopf.MMM_CusRefOrder_ID;CHARACTER;x(16);
26;Lieferbedingung;Terms of Delivery;V_BelegKopf.LieferBedingung;INTEGER;zz9;
27;Zahlungsziel;Credit Terms;V_BelegKopf.ZahlungsZiel;INTEGER;zz9;
28;Fracht skontofähig;Freight Cash Discountable;V_BelegKopf.Fracht_Skontofaehig;LOGICAL;ja/nein;
29;Versandart;Shipping Type;V_BelegKopf.VersandArt;INTEGER;zz9;
30;Geschäftsart;Key Business Category Intrastat;SBM_BusinessCategory.SBM_BusinessCategory_ID;INTEGER;99;
31;Preisliste;Price Group;V_BelegKopf.Preisgruppe;CHARACTER;x(6);
32;Rabattgruppe;Discount Group;V_BelegKopf.Rabattgruppe;CHARACTER;x(6);
33;Kopftext1;Header Text, Line 11;V_BelegKopf.Kopftext;CHARACTER;x(60);
34;Kopftext2;Header Text, Line 12;V_BelegKopf.Kopftext;CHARACTER;x(60);
35;Kopftext3;Header Text, Line 13;V_BelegKopf.Kopftext;CHARACTER;x(60);
36;Kopftext4;Header Text, Line 14;V_BelegKopf.Kopftext;CHARACTER;x(60);
37;Bemerkung1;Remark1;V_BelegKopf.Bemerkung;CHARACTER;x(60);
38;Bemerkung2;Remark2;V_BelegKopf.Bemerkung;CHARACTER;x(60);
39;Bemerkung3;Remark3;V_BelegKopf.Bemerkung;CHARACTER;x(60);
40;Lieferadresse;Ship-To Address;S_LieferAdresse.LieferAdresse;INTEGER;zz9;
41;Rechnungsadresse;Bill-To Address;S_RechnungsAdresse.RechnungsAdresse;INTEGER;zz9;
42;steuerfrei;Tax-Free;V_BelegKopf.steuerfrei;LOGICAL;ja/nein;
