SBM_TaxTerritory.SBM_TaxTerritory_ID;SBM_TaxRate.Valid_from;SBM_TaxRate.Valid_to;SBM_TaxRate.TaxRate;SBM_TaxRate.TaxCategory;SBM_TaxRate.CalculationMethod;SBM_TaxRate.Deductible;S_Steuer.Steuer;DBM_ShortDescription.ShortDesc1;S_Steuer.nondeducTaxIncAcct;S_Steuer.Erwerbskonto;S_Steuer.SkontoKonto;S_Steuer.PortoKonto;S_Steuer.SkontoAusbuKonto;S_Steuer.SteuerKonto;S_Steuer.FrachtKonto;S_Steuer.AusbuchungsKonto;S_Steuer.VerpackungsKonto;S_Steuer.Zuschlagskonto1;S_Steuer.Zuschlagskonto2;S_Steuer.nondeducAcqTaxAcct;S_Steuer.nondeducTaxAcct;S_Steuer.isSalesEqualTax;DBM_Description.Description1;S_Steuer.F_ServiceTax;S_Steuer.F_WriteOffEffort;S_Steuer.F_WriteOffRevenue;S_Steuer.H_TaxExempt;S_Steuer.H_TaxType;S_Steuer.H_Tech;S_Steuer.I_TaxNature;S_Steuer.I_TaxType;S_Steuer.P_befreit;S_Steuer.P_Erwerbskonto_folgende;S_Steuer.P_NPV;S_Steuer.P_ReverseCharge;S_Steuer.P_SteuerKonto_folgende;S_Steuer.P_TaxExemptReason;S_Steuer.P_TaxExemptType;S_Steuer.P_TaxKeyIntInv;S_Steuer.P_ThirdCountryImport;S_Steuer.P_nonVATDeducCostAcct;S_Steuer.P_nonVATNonDeducCostAcct;SBM_TaxRate.P_DeductibleVAT;SBM_TaxRate.USTax_TaxRateType
;?;?;0;yes;yes;100;0;;0;?;0;?;0;0;?;0;?;?;?;0;0;no;;no;0;0;no;0;no;0;0;no;0;no;no;0;;0;?;no;0;0;100;?
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Steuergebiet;Tax Territory;SBM_TaxTerritory.SBM_TaxTerritory_ID;CHARACTER;x(10);
2;gültig ab;Valid From;SBM_TaxRate.Valid_from;DATE;99.99.9999;
3;gültig bis;Valid Until;SBM_TaxRate.Valid_to;DATE;99.99.9999;
4;Steuersatz;Tax Rate;SBM_TaxRate.TaxRate;DECIMAL;z9.999999%;
5;MwSt;Tax Category;SBM_TaxRate.TaxCategory;LOGICAL;MwSt/VSt;
6;Berechnungsart;Calculation Method;SBM_TaxRate.CalculationMethod;LOGICAL;Satz/Fakt;
7;% abzugsfähig;Deductible Costs;SBM_TaxRate.Deductible;DECIMAL;zz9.99%;
8;Steuerschlüssel;Tax;S_Steuer.Steuer;INTEGER;zz9;
9;Bezeichnung;Description 1;DBM_ShortDescription.ShortDesc1;CHARACTER;x(80);
10;KostenKto n abzf;Cost Account for Non-Deductible Costs;S_Steuer.nondeducTaxIncAcct;INTEGER;zzzzzzzz;
11;Erwerbskonto;Acquisition Tax Account;S_Steuer.Erwerbskonto;INTEGER;zzzzzzzz;
12;Skontokonto;Cash Discount Account;S_Steuer.SkontoKonto;INTEGER;zzzzzzzz;
13;Porto;Postage Account;S_Steuer.PortoKonto;INTEGER;zzzzzzzz;
14;Skontoausbuchkonto;CD Write-Off Acct;S_Steuer.SkontoAusbuKonto;INTEGER;zzzzzzz9;
15;Steuerkonto;Tax Account;S_Steuer.SteuerKonto;INTEGER;zzzzzzzz;
16;Fracht;Freight Account;S_Steuer.FrachtKonto;INTEGER;zzzzzzzz;
17;Ausbuchungskonto;Write-Off Account;S_Steuer.AusbuchungsKonto;INTEGER;zzzzzzzz;
18;Verpackung;Packaging Account;S_Steuer.VerpackungsKonto;INTEGER;zzzzzzzz;
