V_BelegKopf.BelegNummer;V_BelegKopf.AuftragsArt;V_BelegKopf.Belegdatum;V_BelegKopf.Kunde;V_BelegKopf.SBM_ProfitCenter_ID;V_BelegKopf.Empfaenger;V_BelegKopf.Wiedervorlage;V_BelegKopf.Vertragsnummer;V_BelegKopf.Vertragsdatum;V_BelegKopf.Abnahmeverpflichtung;V_BelegKopf.Preisgueltigkeit;V_BelegKopf.BelegInfo;V_BelegKopf.BestellDatum;V_BelegKopf.gueltig_ab;V_BelegKopf.gueltig_bis;V_BelegKopf.Sachbearbeiter;V_BelegKopf.LagerOrt;V_BelegKopf.Lagergruppe;V_BelegKopf.ConsigStorAr;V_BelegKopf.VerteilerGruppe;V_BelegKopf.FormularNr;V_BelegKopf.FormularAnzahl;V_BelegKopf.Sprache;V_BelegKopf.Waehrung;V_BelegKopf.MMM_CusRefOrder_ID;JBT_Project.Projekt;V_BelegKopf.LieferBedingung;V_BelegKopf.ZahlungsZiel;V_BelegKopf.Valutadatum;V_BelegKopf.Valutatage;V_BelegKopf.ZahlungsArt;V_BelegKopf.ZuschlBez1;V_BelegKopf.ZuschlBez2;V_BelegKopf.ZuschlBez3;V_BelegKopf.ZuschlBez4;V_BelegKopf.ZuschlBez5;V_BelegKopf.Zuschlag1;V_BelegKopf.Zuschlag2;V_BelegKopf.Zuschlag3;V_BelegKopf.Zuschlag4;V_BelegKopf.proz_Zuschlag;V_BelegKopf.Zuschlag_Skontofaehig;V_BelegKopf.Fracht_Skontofaehig;V_BelegKopf.Abrufverfahren;V_BelegKopf.LAB;V_BelegKopf.dispoLAB;V_BelegKopf.dispoLV;V_BelegKopf.FAB;V_BelegKopf.dispoFAB;V_BelegKopf.JiT;V_BelegKopf.dispoJiT;V_BelegKopf.dispoTeil;V_BelegKopf.AutoArchiv;V_BelegKopf.GruppeLA;V_BelegKopf.FillUpTU;V_BelegKopf.CalculationTransit;V_BelegKopf.DFULieferschein;V_BelegKopf.LSsenden;V_BelegKopf.DFURechnung;V_BelegKopf.DFUGutschriftenanzeige;V_BelegKopf.PPSAuftragLAB;V_BelegKopf.FertigungsFreigabe;V_BelegKopf.PPSAuftragFAB;V_BelegKopf.PPSAuftragJiT;V_BelegKopf.Kommissionieren;V_BelegKopf.KommFreigabe;V_BelegKopf.FormularNrAbruf;V_BelegKopf.FormularNrFAB;V_BelegKopf.FormularNrJiT;V_BelegKopf.FormularNrLT;V_BelegKopf.VersandArt;SBM_BusinessCategory.SBM_BusinessCategory_ID;V_BelegKopf.Preisgruppe;V_BelegKopf.Rabattgruppe;V_BelegKopf.Lieferant;V_BelegKopf.TransportPartnerID;V_BelegKopf.Carrier;V_BelegKopf.LorryType;V_BelegKopf.MeansOfTransport;V_BelegKopf.MeansOfTransportNo;V_BelegKopf.Kopftext1;V_BelegKopf.Kopftext2;V_BelegKopf.Kopftext3;V_BelegKopf.Kopftext4;V_BelegKopf.Bemerkung1;V_BelegKopf.Bemerkung2;V_BelegKopf.Bemerkung3;S_LieferAdresse.LieferAdresse;S_RechnungsAdresse.RechnungsAdresse;V_BelegKopf.steuerfrei;V_BelegKopf.steuerfrei_Ausnahme;V_BelegKopf.TaxID;V_BelegKopf.Versendung;S_KoTraeger.Kostentraeger;V_BelegKopf.Konzern;V_BelegKopf.Verband;V_BelegKopf.RabattArt;V_BelegKopf.Schlussrechnung;V_BelegKopf.gedruckt;V_BelegKopf.UebertrHinweis;V_BelegKopf.Transportzeit;V_BelegKopf.Zeiteinheit;V_BelegKopf.I_BolloAmount;V_BelegKopf.I_VirtualBollo;V_BelegKopf.I_DocumentType;V_BelegKopf.I_PaymentMode;V_BelegKopf.I_TaxDelayed;V_BelegKopf.I_TaxPrepaid;V_BelegKopf.F_EcoTax;V_BelegKopf.USTax_AddRules4;V_BelegKopf.USTax_AddRules5;V_BelegKopf.USTax_AddRules6;V_BelegKopf.USTax_AddRules1;V_BelegKopf.USTax_AddRules2;V_BelegKopf.USTax_AddRules3;V_BelegKopf.USTax_FreightExempt4;V_BelegKopf.USTax_FreightExempt5;V_BelegKopf.USTax_FreightExempt6;V_BelegKopf.USTax_FreightExempt1;V_BelegKopf.USTax_FreightExempt2;V_BelegKopf.USTax_FreightExempt3;V_BelegKopf.USTax_Nexus;V_BelegKopf.USTax_SurchargeTaxable4;V_BelegKopf.USTax_SurchargeTaxable5;V_BelegKopf.USTax_SurchargeTaxable1;V_BelegKopf.USTax_SurchargeTaxable2;V_BelegKopf.USTax_SurchargeTaxable3;V_BelegKopf.USTax_TaxAmount4;V_BelegKopf.USTax_TaxAmount5;V_BelegKopf.USTax_TaxAmount6;V_BelegKopf.USTax_TaxAmount7;V_BelegKopf.USTax_TaxAmount8;V_BelegKopf.USTax_TaxAmount9;V_BelegKopf.USTax_TaxAmount10;V_BelegKopf.USTax_TaxAmount11;V_BelegKopf.USTax_TaxAmount1;V_BelegKopf.USTax_TaxAmount2;V_BelegKopf.USTax_TaxAmount3;V_BelegKopf.USTax_TaxCategory;V_BelegKopf.USTax_TaxRate4;V_BelegKopf.USTax_TaxRate5;V_BelegKopf.USTax_TaxRate6;V_BelegKopf.USTax_TaxRate1;V_BelegKopf.USTax_TaxRate2;V_BelegKopf.USTax_TaxRate3;V_BelegKopf.uCA_CalcTransQuantity;V_BelegKopf.uCA_Lieferstatus;V_BelegKopf.uCA_RegardOrderMultiple;V_BelegKopf.uGSAPreistoleranzUnterProz;V_BelegKopf.uGSAPreistoleranzOberProz;V_BelegKopf.uGSAPreistoleranzUnterAbs;V_BelegKopf.uGSAPreistoleranzOberAbs;V_BelegKopf.uCA_SingularizePackaging;V_BelegKopf.uCI_KommZeit;V_BelegKopf.uCI_KommZeiteinheit;V_BelegKopf.uCI_CalcDeliveryTime;V_BelegKopf.uCI_Nullmenge;V_BelegKopf.uCW_Transportvermerk;V_BelegKopf.uCW_TRestriktion;V_BelegKopf.uCE_AdoptPricesFromBOPos
0;;today;0;;;?;;?;?;today;;?;today;?;;?;0;?;;0;1;D;0;;;0;0;?;0;0;;;;;;0;0;0;0;0;no;no;2;yes;yes;no;no;no;no;no;no;no;no;no;1;no;yes;no;no;no;0;no;no;no;0;0;0;0;0;0;11;;;0;;;0;0;;;;;;;;;0;0;no;no;;no;;0;0;yes;no;no;no;0;4;0;yes;0;0;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;no;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;no;yes;no;0;0;0;0;no;0;4;3;no;;0;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Belegnummer;Document Number;V_BelegKopf.BelegNummer;INTEGER;zzzzzzz9;
2;Auftragsart;Order Category;V_BelegKopf.AuftragsArt;CHARACTER;x(2);
3;Belegdatum;Document Date;V_BelegKopf.Belegdatum;DATE;99.99.9999;
4;Kunde;Customer;V_BelegKopf.Kunde;INTEGER;zzzzzzzz;
5;Profitcenter;Profit Center;V_BelegKopf.SBM_ProfitCenter_ID;CHARACTER;x(20);
6;Empfänger;Recipient;V_BelegKopf.Empfaenger;CHARACTER;x(120);
7;Wiedervorlage;ToDo;V_BelegKopf.Wiedervorlage;DATE;99.99.9999;
8;Vertragsnummer;Contract Number;V_BelegKopf.Vertragsnummer;CHARACTER;x(20);
9;Vertragsdatum;Contract Date;V_BelegKopf.Vertragsdatum;DATE;99.99.9999;
10;Abnahmeverpfl;Expiration Date of Obligation to Accept;V_BelegKopf.Abnahmeverpflichtung;DATE;99.99.9999;
11;Preisgültigkeit;Price Validity;V_BelegKopf.Preisgueltigkeit;DATE;99.99.9999;
12;Bestellung;Purchase Order;V_BelegKopf.BelegInfo;CHARACTER;x(40);
13;Bestelldatum;Purchase Order Date;V_BelegKopf.BestellDatum;DATE;99.99.9999;
14;gültig ab;Valid From;V_BelegKopf.gueltig_ab;DATE;99.99.9999;
15;gültig bis;Valid Until;V_BelegKopf.gueltig_bis;DATE;99.99.9999;
16;Sachbearbeiter;Specialist;V_BelegKopf.Sachbearbeiter;CHARACTER;x(12);
17;Lagerort;Storage Area;V_BelegKopf.LagerOrt;INTEGER;zzzzzzz9;
18;Dispobereich;MRP Area;V_BelegKopf.Lagergruppe;INTEGER;zzzzzzz9;
19;KonsigLagerort;Consignment Storage Area;V_BelegKopf.ConsigStorAr;INTEGER;zzzzzzz9;
20;Verteilergruppe;Work Group;V_BelegKopf.VerteilerGruppe;CHARACTER;x(6);
21;Formularnummer;Form Number;V_BelegKopf.FormularNr;INTEGER;z9;
22;Anzahl Formulare;Number of Forms;V_BelegKopf.FormularAnzahl;INTEGER;9;
23;Sprache;Language;V_BelegKopf.Sprache;CHARACTER;x(3);
24;Währung;Currency;V_BelegKopf.Waehrung;INTEGER;zz9;
25;Kommissionsnummer;CRO Number;V_BelegKopf.MMM_CusRefOrder_ID;CHARACTER;x(16);
26;Projekt;Project;JBT_Project.Projekt;CHARACTER;x(20);
27;Lieferbedingung;Terms of Delivery;V_BelegKopf.LieferBedingung;INTEGER;zz9;
28;Zahlungsziel;Credit Terms;V_BelegKopf.ZahlungsZiel;INTEGER;zz9;
29;Valutadatum;Value Date;V_BelegKopf.Valutadatum;DATE;99.99.9999;
30;Valutatage;Value Days;V_BelegKopf.Valutatage;INTEGER;zz9;
31;Zahlungsart;Payment Method;V_BelegKopf.ZahlungsArt;INTEGER;z9;
32;Bez Zuschlag1;Description Surcharge1;V_BelegKopf.ZuschlBez;CHARACTER;x(20);
33;Bez Zuschlag2;Description Surcharge2;V_BelegKopf.ZuschlBez;CHARACTER;x(20);
34;Bez Zuschlag3;Description Surcharge3;V_BelegKopf.ZuschlBez;CHARACTER;x(20);
35;Bez Zuschlag4;Description Surcharge4;V_BelegKopf.ZuschlBez;CHARACTER;x(20);
36;Bez Zuschlag5;Description Surcharge5;V_BelegKopf.ZuschlBez;CHARACTER;x(20);
37;Zuschlag1;Surcharge1;V_BelegKopf.Zuschlag;DECIMAL;zzz,zz9.99-;
38;Zuschlag2;Surcharge2;V_BelegKopf.Zuschlag;DECIMAL;zzz,zz9.99-;
39;Zuschlag3;Surcharge3;V_BelegKopf.Zuschlag;DECIMAL;zzz,zz9.99-;
40;Zuschlag4;Surcharge4;V_BelegKopf.Zuschlag;DECIMAL;zzz,zz9.99-;
41;% Zuschlag;Percentage Discount/Surcharge;V_BelegKopf.proz_Zuschlag;DECIMAL;-z9.99%;
42;Zuschlag Skonto;Surch Cash Discountb;V_BelegKopf.Zuschlag_Skontofaehig;LOGICAL;ja/nein;
43;Fracht skontofähig;Freight Cash Discountable;V_BelegKopf.Fracht_Skontofaehig;LOGICAL;ja/nein;
44;Abrufverfahren;Release Method;V_BelegKopf.Abrufverfahren;INTEGER;z9;
45;Lieferabrufe;REL;V_BelegKopf.LAB;LOGICAL;ja/nein;
46;Lieferabrufe disp;Plan Releases;V_BelegKopf.dispoLAB;LOGICAL;ja/nein;
47;LV disp;Plan Delivery Schedule;V_BelegKopf.dispoLV;LOGICAL;ja/nein;
48;Feinabrufe;FRL;V_BelegKopf.FAB;LOGICAL;ja/nein;
49;Feinabrufe disp;Plan Finite Releases;V_BelegKopf.dispoFAB;LOGICAL;ja/nein;
50;JIT-Abrufe;JIT;V_BelegKopf.JiT;LOGICAL;ja/nein;
51;JIT-Abrufe disp;Plan JIT Releases;V_BelegKopf.dispoJiT;LOGICAL;ja/nein;
52;Teil sofort disp;Plan Part Immediately;V_BelegKopf.dispoTeil;LOGICAL;ja/nein;
53;autom archivieren;Automatically Archive;V_BelegKopf.AutoArchiv;LOGICAL;ja/nein;
54;Gruppieren nach LA;Group STAddr;V_BelegKopf.GruppeLA;LOGICAL;ja/nein;
55;LE auffüllen;Fill Load Unit;V_BelegKopf.FillUpTU;LOGICAL;ja/nein;
56;Transitberechnung;Transit Calculation;V_BelegKopf.CalculationTransit;INTEGER;z9;
57;EDI-Lieferschein;EDI Shipping Document;V_BelegKopf.DFULieferschein;LOGICAL;ja/nein;
58;LS senden;Send Shipping Document;V_BelegKopf.LSsenden;LOGICAL;ja/nein;
59;EDI-Rechnung;EDI Invoice;V_BelegKopf.DFURechnung;LOGICAL;ja/nein;
60;Gutschriftanzeige;Self-Billed Invoice;V_BelegKopf.DFUGutschriftenanzeige;LOGICAL;ja/nein;
61;PPA generieren LAB;Generate Work Order Release;V_BelegKopf.PPSAuftragLAB;LOGICAL;ja/nein;
62;Fertigungsfreigabe;Production Release;V_BelegKopf.FertigungsFreigabe;INTEGER;z9;
63;PPA generieren FAB;Generate Work Order Finite Release;V_BelegKopf.PPSAuftragFAB;LOGICAL;ja/nein;
64;PPA generieren JIT;Generate Work Order Just-In-Time Release;V_BelegKopf.PPSAuftragJiT;LOGICAL;ja/nein;
65;kommissionieren;Stage;V_BelegKopf.Kommissionieren;LOGICAL;ja/nein;
66;Komm-Horizont;Staging Horizon;V_BelegKopf.KommFreigabe;INTEGER;z9;
67;FormularNr LAB;Form Number Release;V_BelegKopf.FormularNrAbruf;INTEGER;z9;
68;FormularNr FAB;FormNo. FinRel;V_BelegKopf.FormularNrFAB;INTEGER;z9;
