BS_Zuord.SMArt;BS_Zuord.SMLeiste;BS_Zuord.Merkmal;BS_Zuord.Auspr;c_XXXausprauto;S_Artikel.Artikel;S_Ansprech.Konto;S_Ansprech.Kontenbereich;S_Ansprech.AnsprechNr;S_KoTraeger.KostenTraeger;S_Kunde.Kunde;S_Lieferant.Lieferant;VC_Interessent.Interessent;PMM_DrawingMaster.PMM_Drawing_ID;VC_Wettbewerber.Wettbewerber;PMM_RoutingMaster.PMM_Routing_ID;M_Aktivitaet.AktArt;M_Aktivitaet.Aktivitaet;MS_SNR.SNRArt;MS_SNR.Seriennummer;MC_Charge.Charge
;;;;;;0;0;0;;0;0;0;;0;;0;;;;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Merkmalsart;ClassSystem Type;BS_Zuord.SMArt;CHARACTER;x(3);
2;Merkmalsleiste;Classification System;BS_Zuord.SMLeiste;CHARACTER;x(8);
3;Merkmal;Feature;BS_Zuord.Merkmal;CHARACTER;x(6);
4;Ausprägung;Specification;BS_Zuord.Auspr;CHARACTER;x(20);
5;Auto Create Specification;;;;;
6;Teil;Part;S_Artikel.Artikel;CHARACTER;x(20);
7;Kunde/Lieferant;Customer/Supplier;S_Ansprech.Konto;INTEGER;zzzzzzzz;
8;Kontenbereich;Range of Accounts;S_Ansprech.Kontenbereich;INTEGER;9;
9;AnsprechNr;Contact Person No.;S_Ansprech.AnsprechNr;INTEGER;zzz9;
10;Kostenträger;Cost Object;S_KoTraeger.KostenTraeger;CHARACTER;x(20);
11;Kunde;Customer;S_Kunde.Kunde;INTEGER;zzzzzzzz;
12;Lieferant;Supplier;S_Lieferant.Lieferant;INTEGER;zzzzzzzz;
13;Kontakt;Prospect;VC_Interessent.Interessent;INTEGER;zzzzzzzz;
14;Zeichnung;Drawing;PMM_DrawingMaster.PMM_Drawing_ID;CHARACTER;x(30);
15;Wettbewerber;Competitor;VC_Wettbewerber.Wettbewerber;INTEGER;zzzzzzz9;
16;Prozess;Routing;PMM_RoutingMaster.PMM_Routing_ID;CHARACTER;x(20);
17;Aktivitätenart;Operation Category;M_Aktivitaet.AktArt;INTEGER;99;
18;Aktivität;Operation;M_Aktivitaet.Aktivitaet;CHARACTER;x(20);
19;SNRArt;Serial Number Category;MS_SNR.SNRArt;CHARACTER;x(6);
20;Seriennummer;Serial Number;MS_SNR.Seriennummer;CHARACTER;x(20);
21;Chargennummer;Lot Number;MC_Charge.Charge;CHARACTER;x(20);
