BU_Benutzer.Benutzer;BU_Benutzer.SuchName;BU_Benutzer.Name;BU_Benutzer.Sachbearbeiter;BU_Benutzer.Sprache;BU_Benutzer.Kurzzeichen;BU_Benutzer.Abteilung;BU_Benutzer.Geburtstag;BU_Benutzer.Mitarbeiter;BU_Benutzer.Telefon;BU_Benutzer.Telefax;BU_Benutzer.EMail;BU_Benutzer.EMailFrom;BU_Benutzer.Stellvertreter;BU_Benutzer.hasDevPriviledges;BU_Benutzer.hasUpdatePriviledges;BU_Benutzer.hasAccessToUpdatePrograms;BU_Benutzer.Handlungsbefugnis;BU_Benutzer.freigegebene_Firmen;BU_Benutzer.MinPWLaenge;BU_BenGruppe.Gruppenname;DBM_NavMenu.DBM_NavMenu_ID;BCM_Service.BCM_Service_ID;BU_Benutzer.LDAP_ID;BU_Benutzer.Aktive_Firma;BU_Benutzer.isActive;BU_Benutzer.LimitedFrom;BU_Benutzer.LimitedTo;BU_Benutzer.PWGueltigkeit;BU_Benutzer.CertificateFingerprint;BU_Benutzer.hasSignaturePriviledges;BU_Benutzer.H_EKAER_Login;BU_Benutzer.H_EKAER_Password
;;;no;D;;;?;0;;;;;;no;yes;yes;0;*;6;;;;;;yes;?;?;9999;;no;;
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Benutzer;Users;BU_Benutzer.Benutzer;CHARACTER;x(12);
2;Suchname;Search Name;BU_Benutzer.SuchName;CHARACTER;x(30);
3;Benutzername;Full Name Specialist;BU_Benutzer.Name;CHARACTER;x(80);
4;Sachbearbeiter;Specialist;BU_Benutzer.Sachbearbeiter;LOGICAL;ja/nein;
5;Sprache;Language;BU_Benutzer.Sprache;CHARACTER;x(3);
6;Kurzzeichen;Initials;BU_Benutzer.Kurzzeichen;CHARACTER;x(10);
7;Abteilung;Department;BU_Benutzer.Abteilung;CHARACTER;x(50);
8;Geburtstag;Birthday;BU_Benutzer.Geburtstag;DATE;99.99.9999;
9;Mitarbeiter;Employee Number of User;BU_Benutzer.Mitarbeiter;INTEGER;zzzzz9;
10;Telefon;Telephone;BU_Benutzer.Telefon;CHARACTER;x(25);
11;Telefax;Fax;BU_Benutzer.Telefax;CHARACTER;x(25);
12;E-Mail;E-Mail Specialist;BU_Benutzer.EMail;CHARACTER;x(254);
13;Absender E-Mail;Sender E-Mail;BU_Benutzer.EMailFrom;CHARACTER;x(254);
14;Stellvertreter;Stand-In;BU_Benutzer.Stellvertreter;CHARACTER;x(12);
15;Entwickler;Developm Authorization;BU_Benutzer.hasDevPriviledges;LOGICAL;ja/nein;
16;Pflegeberechtigung;Authorization to Update Data;BU_Benutzer.hasUpdatePriviledges;LOGICAL;ja/nein;
17;Pflegeprogramme;Access to Update Programs;BU_Benutzer.hasAccessToUpdatePrograms;LOGICAL;ja/nein;
18;Handlungsbefugnis;Authority to Act;BU_Benutzer.Handlungsbefugnis;INTEGER;z9;
19;freigeg Firmen;Released Companies;BU_Benutzer.freigegebene_Firmen;CHARACTER;x(255);
20;min Passwortlänge;Minimum Password Length;BU_Benutzer.MinPWLaenge;INTEGER;z9;
21;Benutzergruppe;Group;BU_BenGruppe.Gruppenname;CHARACTER;x(12);
22;Menu;Identifier of the DBM_NavMenu (i.e. A_INFO);DBM_NavMenu.DBM_NavMenu_ID;CHARACTER;x(40);
23;Proalpha Service;Service;BCM_Service.BCM_Service_ID;CHARACTER;x(20);
24;LDAP ID;LDAP ID;BU_Benutzer.LDAP_ID;CHARACTER;x(40);
25;aktive Firma;Active Company;BU_Benutzer.Aktive_Firma;CHARACTER;x(10);
26;aktiv;Login;BU_Benutzer.isActive;LOGICAL;ja/nein;
27;befristet ab;Limited From;BU_Benutzer.LimitedFrom;DATE;99.99.9999;
28;befristet bis;Limited To;BU_Benutzer.LimitedTo;DATE;99.99.9999;
29;PW Gültigkeit;Validity Period of Password in Days;BU_Benutzer.PWGueltigkeit;INTEGER;zzz9;
30;Fingerabdruck;Fingerprint Certificate;BU_Benutzer.CertificateFingerprint;CHARACTER;x(128);
31;Signaturberechtigt;Signature Authorization;BU_Benutzer.hasSignaturePriviledges;LOGICAL;ja/nein;
32;EKAER-Login;EKÁER Login;BU_Benutzer.H_EKAER_Login;CHARACTER;x(30);
33;EKAER-Passwort;EKÁER Password;BU_Benutzer.H_EKAER_Password;CHARACTER;x(30);
