S_Staat.Staat;S_StaatSpr.Bezeichnung;S_StaatSpr.KurzBez;S_Staat.IsoAlpha2Code;S_Staat.Laenderkennzahl;S_Staat.UStID_Format;S_Staat.PostfachFormat;S_Staat.StrassenFormat;S_Staat.Ortsformat;S_Staat.AnzOrtsformat;S_Staat.NumerischesFormat;S_Staat.DatumsFormat;S_Staat.DatumsDarstellungsFormat;S_Staat.IBAN_Format;S_Staat.AnsprechFormat;S_Staat.TaxDecimals;S_Staat.AddressFormat;S_Staat.I_UICCode
;;;;?;;Postfach F;T N;S P O;S P O;european;dmy;----------;;;2;;0
Column;Column Name;Description / Remark;Location in Proalpha;Data Type;Format
1;Staat;Country;S_Staat.Staat;CHARACTER;x(3);
2;Bezeichnung;Description Country;S_StaatSpr.Bezeichnung;CHARACTER;x(30);
3;Kurzbezeichnung;Abbreviation;S_StaatSpr.KurzBez;CHARACTER;x(7);
4;ISO-Alpha2-Code;ISO Alpha-2 Code;S_Staat.IsoAlpha2Code;CHARACTER;x(3);
5;L‰nderkennzahl;Country Key of Federal Statistical Office;S_Staat.Laenderkennzahl;INTEGER;999;
6;UStID-Format;Sales Tax ID Format;S_Staat.UStID_Format;CHARACTER;x(100);
7;Postfachformat;PO Box Format;S_Staat.PostfachFormat;CHARACTER;x(20);
8;Straﬂenformat;Street Format;S_Staat.StrassenFormat;CHARACTER;x(20);
9;Ortsformat;City Format;S_Staat.Ortsformat;CHARACTER;x(20);
10;Anzeige Ortsformat;City Format for Screen Display;S_Staat.AnzOrtsformat;CHARACTER;x(20);
11;numerisches Format;Numeric Format;S_Staat.NumerischesFormat;CHARACTER;x(8);
12;Datumsformat;Date Format;S_Staat.DatumsFormat;CHARACTER;x(3);
13;Datumsdarstellung;Display Format of Date;S_Staat.DatumsDarstellungsFormat;CHARACTER;x(10);
14;IBAN-Format;IBAN Format;S_Staat.IBAN_Format;CHARACTER;XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XX;
15;Ansprechformat;Contact Person Format;S_Staat.AnsprechFormat;CHARACTER;x(20);
16;NKSt Steuersatz;Number of Decimal Places for Tax Rates in Documents;S_Staat.TaxDecimals;INTEGER;9;
17;Adressformat;Address Format;S_Staat.AddressFormat;CHARACTER;x(255);
18;UIC-Code;UIC Country Code;S_Staat.I_UICCode;INTEGER;999;
